nomenclature,deficit_total,deficit_moyen,nb_magasins,total_exploitation,total_stock
7010-14-5534805,-74.0,-3.52,21,76.0,2.0
5805-14-5835247,-73.0,-73.0,1,73.0,0.0
5998-01-5715694,-73.0,-7.3,10,74.0,1.0
6650-99-8999367,-73.0,-4.87,15,74.0,1.0
5998-14-4852178,-72.0,-6.55,11,102.0,30.0
7010-01-6791538,-72.0,-18.0,4,72.0,0.0
7025-01-4605191,-72.0,-4.0,18,74.0,2.0
6130-01-6429643,-72.0,-5.54,13,75.0,3.0
7025-01-5000393,-72.0,-8.0,9,72.0,0.0
5985-01-6170724,-72.0,-72.0,1,72.0,0.0
9030-DI-1132016,-71.0,-10.14,7,91.0,20.0
5930-01-5997585,-71.0,-3.74,19,103.0,32.0
5985-14-5618739,-71.0,-2.84,25,350.0,279.0
7050-14-5714044,-71.0,-17.75,4,84.0,13.0
7010-14-5933429,-71.0,-7.1,10,71.0,0.0
5895-01-5001947,-70.0,-35.0,2,71.0,1.0
6625-01-6411086,-70.0,-4.67,15,71.0,1.0
7021-14-5416289,-70.0,-14.0,5,70.0,0.0
7025-14-5818317,70.0,6.36,11,159.0,229.0
5998-14-4634095,70.0,35.0,2,1.0,71.0
6015-01-6745238,-70.0,-5.0,14,70.0,0.0
5895-14-5729616,-70.0,-7.0,10,71.0,1.0
5805-14-5798784,-70.0,-14.0,5,70.0,0.0
7021-14-6009040,-69.0,-69.0,1,69.0,0.0
5895-01-6589391,-69.0,-1.82,38,828.0,759.0
7035-14-5735142,-68.0,-13.6,5,71.0,3.0
7025-01-5621808,-68.0,-4.86,14,69.0,1.0
5820-14-5067494,-68.0,-9.71,7,68.0,0.0
5998-14-5126210,-68.0,-5.23,13,77.0,9.0
7025-01-5259491,-68.0,-4.25,16,114.0,46.0
5895-14-5637549,-68.0,-5.23,13,73.0,5.0
7035-14-5860689,-68.0,-4.86,14,77.0,9.0
DIRI-14-0006424,-67.0,-4.47,15,70.0,3.0
6130-14-5649300,-67.0,-2.23,30,130.0,63.0
5820-14-5353198,67.0,8.38,8,93.0,160.0
7025-01-6429663,-67.0,-5.58,12,111.0,44.0
7025-01-5331961,-67.0,-3.53,19,84.0,17.0
9020-DI-1072016,-67.0,-22.33,3,67.0,0.0
7035-14-5614031,-67.0,-67.0,1,67.0,0.0
7025-01-5812378,-67.0,-2.79,24,94.0,27.0
5998-14-4472694,-66.0,-66.0,1,66.0,0.0
5998-15-0157572,-66.0,-7.33,9,66.0,0.0
5820-14-5877639,-66.0,-16.5,4,76.0,10.0
5998-14-4689422,66.0,16.5,4,5.0,71.0
5820-22-6224794,-66.0,-4.4,15,75.0,9.0
7025-01-6429667,-65.0,-3.61,18,97.0,32.0
5998-14-4491649,-65.0,-5.42,12,97.0,32.0
5895-01-5234573,65.0,7.22,9,28.0,93.0
7025-14-5947341,-65.0,-5.91,11,67.0,2.0
5825-64-0000616,-65.0,-4.64,14,73.0,8.0
6030-14-5906120,-65.0,-6.5,10,65.0,0.0
5895-01-6510786,-65.0,-7.22,9,65.0,0.0
5120-12-4068022,-65.0,-1.76,37,124.0,59.0
7025-14-5788620,-65.0,-3.25,20,65.0,0.0
7025-01-6446649,-65.0,-2.6,25,67.0,2.0
7050-14-5857263,-64.0,-21.33,3,64.0,0.0
7050-14-5933472,-64.0,-8.0,8,64.0,0.0
5998-14-5223323,-64.0,-16.0,4,68.0,4.0
5895-01-6108969,-64.0,-21.33,3,64.0,0.0
6021-01-6613538,-64.0,-4.27,15,65.0,1.0
6030-01-4682070,-64.0,-5.33,12,72.0,8.0
7021-14-5456783,-64.0,-7.11,9,66.0,2.0
5998-58-0013347,-64.0,-5.33,12,64.0,0.0
5895-14-5951970,-64.0,-5.82,11,388.0,324.0
7025-01-5645022,-63.0,-10.5,6,63.0,0.0
5996-14-5802897,-63.0,-4.85,13,67.0,4.0
9030-DI-1022013,-63.0,-21.0,3,69.0,6.0
5998-14-5416054,-63.0,-5.73,11,108.0,45.0
7021-14-5808962,-63.0,-4.85,13,94.0,31.0
5895-14-5606928,-63.0,-3.0,21,77.0,14.0
5365-14-4723202,-63.0,-63.0,1,63.0,0.0
5895-01-6944894,-63.0,-7.0,9,63.0,0.0
5998-14-5660379,-63.0,-5.73,11,63.0,0.0
5835-12-4150504,-63.0,-21.0,3,72.0,9.0
7025-01-6908348,-62.0,-5.64,11,68.0,6.0
7021-01-6746453,-62.0,-1.68,37,63.0,1.0
7050-27-0508041,-62.0,-8.86,7,62.0,0.0
5895-14-5356494,-62.0,-6.89,9,62.0,0.0
5985-14-5223374,-62.0,-6.2,10,62.0,0.0
7035-14-5886923,-62.0,-6.2,10,62.0,0.0
7025-14-5853814,-62.0,-12.4,5,62.0,0.0
7025-14-5874071,-62.0,-20.67,3,67.0,5.0
7025-14-5925178,-62.0,-62.0,1,62.0,0.0
5998-14-4491645,-62.0,-5.17,12,126.0,64.0
5895-14-5514468,62.0,6.2,10,43.0,105.0
5895-14-5494660,62.0,10.33,6,21.0,83.0
7025-01-6795313,-61.0,-4.07,15,68.0,7.0
7025-01-6763601,-61.0,-20.33,3,61.0,0.0
7025-01-5154390,-61.0,-3.81,16,71.0,10.0
5985-14-5223370,-61.0,-5.55,11,63.0,2.0
7025-37-5303988,-61.0,-3.81,16,70.0,9.0
5998-14-5900499,-61.0,-5.08,12,75.0,14.0
7025-14-5626354,-61.0,-4.07,15,69.0,8.0
5975-14-4392523,61.0,8.71,7,49.0,110.0
6130-01-6846037,-60.0,-8.57,7,79.0,19.0
5985-14-4716127,-60.0,-60.0,1,60.0,0.0
5810-14-5872772,-60.0,-3.33,18,103.0,43.0
5810-14-5860301,-60.0,-2.31,26,142.0,82.0
5820-14-5816498,-60.0,-2.86,21,63.0,3.0
6030-14-5906121,-60.0,-6.0,10,60.0,0.0
5998-01-5372086,-59.0,-5.36,11,72.0,13.0
6625-14-5670399,-59.0,-3.69,16,64.0,5.0
5805-14-5216513,59.0,3.93,15,186.0,245.0
5998-33-2035417,-59.0,-19.67,3,60.0,1.0
5895-14-5223318,-59.0,-5.9,10,123.0,64.0
5998-14-5596908,-59.0,-14.75,4,66.0,7.0
7025-01-5351685,-59.0,-3.93,15,59.0,0.0
5895-15-0118953,-59.0,-5.36,11,60.0,1.0
7025-14-5790536,-59.0,-2.68,22,84.0,25.0
5895-15-2168665,-59.0,-5.9,10,62.0,3.0
7025-14-5223325,-59.0,-19.67,3,61.0,2.0
5895-14-4484985,59.0,19.67,3,10.0,69.0
7025-01-6886259,-59.0,-8.43,7,76.0,17.0
5895-14-5416048,-59.0,-5.36,11,74.0,15.0
7025-01-6429649,-58.0,-6.44,9,60.0,2.0
5985-01-6927800,-58.0,-58.0,1,58.0,0.0
7025-01-6787839,-58.0,-5.27,11,61.0,3.0
5810-14-5217216,-58.0,-58.0,1,58.0,0.0
5810-14-5226477,-58.0,-6.44,9,60.0,2.0
6625-14-5907671,-58.0,-4.14,14,58.0,0.0
7025-14-5808683,-57.0,-3.8,15,66.0,9.0
5895-14-5637548,-57.0,-9.5,6,79.0,22.0
7025-15-1900928,-57.0,-4.75,12,57.0,0.0
5975-14-4761893,-57.0,-4.75,12,87.0,30.0
7025-01-5690988,-57.0,-3.8,15,75.0,18.0
7035-01-4970882,57.0,11.4,5,12.0,69.0
7025-58-0010923,-57.0,-5.18,11,57.0,0.0
DIRI-14-0002542,57.0,19.0,3,4.0,61.0
7025-01-5379117,-56.0,-18.67,3,76.0,20.0
7025-01-6441061,56.0,11.2,5,21.0,77.0
5998-14-5524866,56.0,6.22,9,10.0,66.0
5965-22-6193017,-56.0,-6.22,9,73.0,17.0
5998-14-5525030,-56.0,-7.0,8,56.0,0.0
5998-14-5271249,-56.0,-28.0,2,56.0,0.0
7025-01-5309889,-56.0,-4.67,12,58.0,2.0
6130-01-6921682,-56.0,-18.67,3,56.0,0.0
7025-01-6250444,-56.0,-7.0,8,56.0,0.0
5985-14-4724574,-56.0,-56.0,1,56.0,0.0
7490-01-5822347,-56.0,-4.31,13,63.0,7.0
5805-14-4147593,55.0,18.33,3,7.0,62.0
7021-14-5732750,-55.0,-6.11,9,66.0,11.0
5895-01-6798099,-55.0,-6.11,9,55.0,0.0
7025-01-6611870,-55.0,-6.88,8,62.0,7.0
5996-14-5487765,-55.0,-18.33,3,55.0,0.0
7035-14-5971442,55.0,13.75,4,22.0,77.0
5998-14-5648947,-55.0,-2.62,21,78.0,23.0
7025-14-5995245,-55.0,-4.23,13,66.0,11.0
6130-01-6997444,-55.0,-13.75,4,55.0,0.0
5998-14-5525043,-54.0,-10.8,5,54.0,0.0
6110-14-6015461,-54.0,-4.5,12,54.0,0.0
5998-01-5370897,-54.0,-9.0,6,60.0,6.0
7010-14-5812424,-54.0,-6.75,8,54.0,0.0
5895-14-5591085,-54.0,-2.57,21,136.0,82.0
7010-14-5783675,-54.0,-13.5,4,54.0,0.0
3040-14-4642426,54.0,9.0,6,21.0,75.0
5895-14-5469292,54.0,13.5,4,50.0,104.0
6130-01-5481101,-54.0,-6.75,8,56.0,2.0
5985-14-5223378,-54.0,-4.91,11,54.0,0.0
5930-01-5320385,54.0,6.75,8,11.0,65.0
5999-14-5936129,-54.0,-3.86,14,54.0,0.0
5975-14-4338092,54.0,9.0,6,5.0,59.0
5998-14-5660377,-53.0,-4.82,11,53.0,0.0
7010-14-5926731,-53.0,-7.57,7,53.0,0.0
5998-14-4852170,-53.0,-4.08,13,84.0,31.0
7025-14-5950147,53.0,26.5,2,25.0,78.0
7025-01-6668005,-53.0,-10.6,5,55.0,2.0
7025-14-6063400,-53.0,-26.5,2,53.0,0.0
5985-14-5944610,-53.0,-4.08,13,63.0,10.0
5998-14-5115515,-53.0,-3.31,16,138.0,85.0
7025-01-6245571,-53.0,-10.6,5,94.0,41.0
6130-14-5895249,-53.0,-5.3,10,53.0,0.0
5820-14-5809627,-52.0,-7.43,7,52.0,0.0
7035-01-6852648,-52.0,-4.33,12,57.0,5.0
7035-14-5954016,-52.0,-52.0,1,52.0,0.0
5985-14-5794885,-52.0,-7.43,7,52.0,0.0
7025-14-5783471,-52.0,-7.43,7,52.0,0.0
7025-14-5947791,-52.0,-2.74,19,89.0,37.0
5975-14-5794894,-52.0,-7.43,7,52.0,0.0
5895-15-0165313,-52.0,-8.67,6,52.0,0.0
7025-14-5947412,-52.0,-4.33,12,53.0,1.0
5998-01-4970950,-52.0,-4.33,12,64.0,12.0
5895-14-5223347,-52.0,-4.33,12,54.0,2.0
7025-01-6013219,-52.0,-5.78,9,75.0,23.0
6130-14-5839922,-51.0,-25.5,2,52.0,1.0
5998-14-5115541,-51.0,-5.67,9,62.0,11.0
5820-14-5641446,-51.0,-7.29,7,51.0,0.0
7035-15-0231142,-51.0,-3.4,15,129.0,78.0
5810-14-5860295,-51.0,-1.27,40,420.0,369.0
5895-01-5716701,-51.0,-25.5,2,52.0,1.0
5975-14-5648854,-50.0,-2.5,20,54.0,4.0
5998-58-0011818,-50.0,-8.33,6,50.0,0.0
6130-01-6813520,-50.0,-25.0,2,50.0,0.0
7025-01-6831398,-50.0,-3.33,15,53.0,3.0
7025-20-0087507,-50.0,-4.55,11,50.0,0.0
7021-14-5884754,-50.0,-50.0,1,50.0,0.0
7025-01-6553074,-50.0,-25.0,2,50.0,0.0
5998-14-5223329,-50.0,-12.5,4,56.0,6.0
7021-14-6067262,-50.0,-6.25,8,51.0,1.0
7050-14-4761890,-50.0,-7.14,7,52.0,2.0
5915-14-5440384,-50.0,-25.0,2,50.0,0.0
5998-14-5451643,-50.0,-10.0,5,93.0,43.0
5895-22-6339969,-50.0,-10.0,5,50.0,0.0
7025-14-5986253,-50.0,-10.0,5,65.0,15.0
9070-DI-0432020,-50.0,-6.25,8,52.0,2.0
7025-01-5933588,-50.0,-2.5,20,82.0,32.0
7035-14-6037337,-50.0,-6.25,8,50.0,0.0
6130-15-0220174,-49.0,-3.5,14,49.0,0.0
6130-01-6745903,-49.0,-6.12,8,49.0,0.0
7010-01-6865686,49.0,24.5,2,28.0,77.0
5998-14-4852168,-49.0,-4.45,11,80.0,31.0
7025-01-6537244,-49.0,-6.12,8,52.0,3.0
5895-14-5910813,-49.0,-9.8,5,49.0,0.0
5820-14-5850161,-49.0,-16.33,3,54.0,5.0
5895-01-5338940,-49.0,-3.27,15,68.0,19.0
5820-14-5348881,-48.0,-6.0,8,52.0,4.0
5930-01-5320386,48.0,4.8,10,35.0,83.0
7050-01-5384626,-48.0,-4.0,12,61.0,13.0
5985-01-2039484,48.0,24.0,2,1.0,49.0
5985-01-6254231,-48.0,-48.0,1,48.0,0.0
7025-01-6809575,-48.0,-3.69,13,48.0,0.0
5998-14-5223336,-48.0,-9.6,5,56.0,8.0
5998-58-0013314,-48.0,-4.36,11,48.0,0.0
7025-01-6038153,-48.0,-4.36,11,51.0,3.0
5975-14-5660288,-48.0,-4.0,12,48.0,0.0
7025-01-5868738,-48.0,-6.0,8,69.0,21.0
5965-14-5223342,-47.0,-7.83,6,59.0,12.0
5998-58-0013345,-47.0,-3.92,12,47.0,0.0
7025-01-6441285,47.0,7.83,6,18.0,65.0
5820-14-5996176,-47.0,-47.0,1,47.0,0.0
7050-01-6000825,-47.0,-5.88,8,58.0,11.0
7010-14-5982928,-47.0,-47.0,1,47.0,0.0
7025-01-7061923,-47.0,-3.36,14,86.0,39.0
6130-25-1623621,-47.0,-3.62,13,47.0,0.0
5820-14-6099782,-47.0,-15.67,3,47.0,0.0
9030-DI-1012015,-47.0,-23.5,2,51.0,4.0
6130-01-6319570,47.0,3.92,12,36.0,83.0
6130-01-6014800,-47.0,-2.24,21,54.0,7.0
7025-01-5694016,-47.0,-7.83,6,49.0,2.0
6645-01-6803728,-46.0,-2.42,19,46.0,0.0
6030-01-6163762,-46.0,-46.0,1,46.0,0.0
6130-01-6858032,-46.0,-6.57,7,51.0,5.0
7025-01-6917783,-46.0,-46.0,1,46.0,0.0
5998-14-4719780,46.0,23.0,2,4.0,50.0
6117-14-5907905,-46.0,-9.2,5,46.0,0.0
5895-01-6846122,-46.0,-5.11,9,54.0,8.0
7025-01-7068668,-46.0,-6.57,7,62.0,16.0
5820-14-5892222,-46.0,-2.19,21,46.0,0.0
5985-14-2279203,-46.0,-2.88,16,49.0,3.0
5805-14-4813168,-46.0,-5.11,9,165.0,119.0
5895-99-2166469,-46.0,-9.2,5,54.0,8.0
5915-14-4852181,-46.0,-4.18,11,109.0,63.0
5895-01-6548913,-45.0,-4.09,11,95.0,50.0
9080-DI-0582024,-45.0,-4.09,11,45.0,0.0
5895-14-5402712,45.0,9.0,5,10.0,55.0
5985-01-3534943,-45.0,-45.0,1,45.0,0.0
9020-DI-0022017,-45.0,-15.0,3,45.0,0.0
7050-14-5464042,45.0,2.81,16,56.0,101.0
7010-01-6595156,-45.0,-15.0,3,45.0,0.0
7025-14-5999159,-45.0,-11.25,4,48.0,3.0
5998-01-6136771,-45.0,-22.5,2,45.0,0.0
7010-14-5696893,-45.0,-9.0,5,66.0,21.0
5805-01-6565894,-45.0,-6.43,7,66.0,21.0
6130-01-6942557,44.0,22.0,2,1.0,45.0
5998-14-4636521,-44.0,-3.38,13,73.0,29.0
5998-14-4252190,44.0,4.0,11,156.0,200.0
7025-01-6859552,44.0,11.0,4,2.0,46.0
DIRI-14-0004773,-44.0,-44.0,1,44.0,0.0
5895-14-5736209,44.0,14.67,3,2.0,46.0
5998-14-5149570,-44.0,-3.67,12,58.0,14.0
5895-14-5453534,44.0,7.33,6,14.0,58.0
7021-01-6008397,-43.0,-10.75,4,47.0,4.0
5820-14-5900886,43.0,2.53,17,52.0,95.0
5998-14-5660308,-43.0,-43.0,1,43.0,0.0
6130-14-4901473,-43.0,-3.07,14,44.0,1.0
5998-14-5216512,-43.0,-2.26,19,465.0,422.0
7025-01-7064898,-43.0,-10.75,4,43.0,0.0
5998-14-5653830,-43.0,-8.6,5,43.0,0.0
7010-14-5933399,-43.0,-6.14,7,43.0,0.0
5820-14-5892224,-43.0,-4.3,10,51.0,8.0
5895-01-4951974,-43.0,-3.58,12,46.0,3.0
5998-14-5223327,-43.0,-14.33,3,49.0,6.0
5810-14-4700847,-43.0,-3.58,12,43.0,0.0
5998-14-4852175,-43.0,-3.91,11,72.0,29.0
5895-01-6595141,-43.0,-10.75,4,45.0,2.0
6030-14-6037197,-43.0,-6.14,7,43.0,0.0
5975-14-4823976,-43.0,-4.3,10,44.0,1.0
7025-14-5955956,-43.0,-10.75,4,44.0,1.0
5985-01-6997174,-43.0,-21.5,2,43.0,0.0
7025-17-1284789,-42.0,-8.4,5,42.0,0.0
5998-14-5223339,-42.0,-7.0,6,42.0,0.0
7025-14-5821521,-42.0,-1.62,26,48.0,6.0
5998-14-5223335,-42.0,-8.4,5,49.0,7.0
6130-14-5641779,42.0,10.5,4,6.0,48.0
5820-14-5805196,42.0,21.0,2,8.0,50.0
5998-01-5587804,42.0,7.0,6,43.0,85.0
5985-99-6209816,-42.0,-42.0,1,42.0,0.0
7025-14-5884250,-42.0,-7.0,6,53.0,11.0
7050-27-0248275,-42.0,-3.0,14,66.0,24.0
5962-14-5479568,42.0,7.0,6,31.0,73.0
7490-01-7136454,-42.0,-1.83,23,78.0,36.0
5895-01-6923287,-42.0,-8.4,5,42.0,0.0
7025-01-5008812,41.0,3.42,12,36.0,77.0
6130-14-5115168,-41.0,-3.42,12,44.0,3.0
7010-01-6162629,-41.0,-20.5,2,41.0,0.0
5805-01-5636332,-41.0,-5.86,7,57.0,16.0
9060-DI-0052021,-41.0,-13.67,3,41.0,0.0
7025-01-5370870,-41.0,-3.15,13,57.0,16.0
5998-14-4719781,41.0,20.5,2,8.0,49.0
5915-14-5339596,-41.0,-13.67,3,41.0,0.0
5998-01-4655655,-40.0,-40.0,1,40.0,0.0
8120-14-5483623,-40.0,-6.67,6,40.0,0.0
5805-15-2220909,-40.0,-8.0,5,50.0,10.0
7010-14-5752542,-40.0,-4.44,9,52.0,12.0
5810-14-6101328,-40.0,-3.64,11,45.0,5.0
7021-14-6008756,-40.0,-10.0,4,40.0,0.0
DIRI-14-0001635,-40.0,-40.0,1,40.0,0.0
9060-DI-0072023,40.0,20.0,2,2.0,42.0
5998-01-6244912,-40.0,-40.0,1,40.0,0.0
5998-14-5648868,40.0,6.67,6,4.0,44.0
5975-01-5912433,40.0,4.0,10,18.0,58.0
7025-01-6245286,-40.0,-10.0,4,49.0,9.0
5805-01-6692761,-40.0,-40.0,1,40.0,0.0
5998-01-6646835,-40.0,-13.33,3,40.0,0.0
5820-14-5854326,-40.0,-40.0,1,40.0,0.0
7035-01-6718310,-40.0,-10.0,4,43.0,3.0
6130-14-5431417,-40.0,-13.33,3,40.0,0.0
6130-01-5372082,-40.0,-8.0,5,40.0,0.0
6130-01-6587837,-40.0,-20.0,2,40.0,0.0
7025-01-6909236,40.0,10.0,4,11.0,51.0
5895-25-1497847,-39.0,-13.0,3,41.0,2.0
6130-15-2115590,-39.0,-2.79,14,40.0,1.0
7025-14-5477377,-39.0,-3.9,10,40.0,1.0
6130-14-4252186,39.0,7.8,5,26.0,65.0
6130-14-5836106,-39.0,-39.0,1,39.0,0.0
7025-14-5947628,-39.0,-3.9,10,157.0,118.0
7025-14-5534827,39.0,2.05,19,52.0,91.0
5998-14-5483248,-39.0,-4.88,8,53.0,14.0
7035-01-6083487,-39.0,-3.0,13,70.0,31.0
6140-14-5654871,-39.0,-13.0,3,41.0,2.0
5895-14-5454066,39.0,3.25,12,27.0,66.0
5840-14-5617229,-39.0,-13.0,3,40.0,1.0
5805-14-4746123,-39.0,-3.0,13,44.0,5.0
5895-14-5377196,39.0,9.75,4,59.0,98.0
5998-14-5223326,-39.0,-19.5,2,45.0,6.0
5998-14-5314940,39.0,7.8,5,9.0,48.0
5820-22-6226301,-39.0,-4.88,8,56.0,17.0
5998-14-5164411,39.0,3.25,12,83.0,122.0
5810-14-5872697,-39.0,-19.5,2,40.0,1.0
7025-12-3892564,-39.0,-2.79,14,39.0,0.0
6130-14-5796460,-38.0,-2.53,15,47.0,9.0
7021-01-6973011,-38.0,-12.67,3,158.0,120.0
7025-14-5891993,-38.0,-38.0,1,38.0,0.0
5998-14-4109581,38.0,19.0,2,10.0,48.0
5998-14-5149568,-38.0,-2.92,13,61.0,23.0
5895-15-0118959,-38.0,-7.6,5,40.0,2.0
5998-14-5395155,38.0,9.5,4,6.0,44.0
6030-14-5906141,-38.0,-3.17,12,38.0,0.0
7025-01-6007357,-38.0,-5.43,7,38.0,0.0
6030-14-5451517,-38.0,-2.53,15,97.0,59.0
7025-01-6105409,-38.0,-3.8,10,43.0,5.0
7025-01-5370773,-38.0,-2.24,17,40.0,2.0
7035-14-5926344,-37.0,-1.61,23,59.0,22.0
7025-01-6659548,-37.0,-2.47,15,40.0,3.0
7010-14-5989599,-37.0,-4.11,9,37.0,0.0
5985-14-5147147,37.0,12.33,3,5.0,42.0
5895-14-5892204,-37.0,-3.7,10,116.0,79.0
7025-01-4937528,37.0,12.33,3,96.0,133.0
6625-14-6066670,-37.0,-1.76,21,38.0,1.0
7025-14-5536987,37.0,4.62,8,18.0,55.0
7025-37-5511997,-37.0,-4.11,9,42.0,5.0
5998-14-4747196,-37.0,-2.85,13,52.0,15.0
DIRI-14-0001061,-37.0,-4.11,9,37.0,0.0
5998-01-5283857,37.0,12.33,3,3.0,40.0
7050-14-5823984,-37.0,-18.5,2,37.0,0.0
5895-14-5453542,37.0,7.4,5,5.0,42.0
7025-14-6066248,-36.0,-18.0,2,64.0,28.0
6030-01-6548832,-36.0,-9.0,4,38.0,2.0
6150-01-6603858,-36.0,-4.5,8,52.0,16.0
5895-14-5552403,-36.0,-18.0,2,36.0,0.0
5895-14-5501845,36.0,18.0,2,1.0,37.0
6625-33-2131819,-36.0,-1.57,23,42.0,6.0
5998-15-0026037,-36.0,-4.0,9,36.0,0.0
5820-12-3957334,-36.0,-5.14,7,39.0,3.0
5895-14-5501850,36.0,3.6,10,32.0,68.0
5895-14-5648728,-36.0,-2.0,18,38.0,2.0
5810-14-5497029,-36.0,-36.0,1,36.0,0.0
5810-14-5879458,-36.0,-2.12,17,42.0,6.0
6625-12-3602005,-36.0,-2.4,15,42.0,6.0
6130-14-5849999,-36.0,-4.0,9,36.0,0.0
6130-14-5631742,36.0,9.0,4,6.0,42.0
5805-14-5925646,36.0,9.0,4,7.0,43.0
5895-01-6426698,-36.0,-12.0,3,36.0,0.0
7025-01-7161198,-36.0,-6.0,6,36.0,0.0
7025-01-6680574,-36.0,-3.27,11,68.0,32.0
DIRI-14-0005824,-36.0,-12.0,3,37.0,1.0
7025-01-6840925,-35.0,-2.06,17,113.0,78.0
5895-01-5372433,35.0,7.0,5,11.0,46.0
5998-01-5372083,-35.0,-5.0,7,37.0,2.0
5810-14-5497028,-35.0,-35.0,1,35.0,0.0
5895-14-5061103,-35.0,-8.75,4,37.0,2.0
6130-14-4761679,-35.0,-3.5,10,43.0,8.0
5895-14-5223346,35.0,11.67,3,4.0,39.0
5895-01-5165031,35.0,7.0,5,36.0,71.0
5895-01-6592493,-34.0,-8.5,4,40.0,6.0
5998-14-4855681,-34.0,-3.09,11,60.0,26.0
5895-14-5900888,-34.0,-2.12,16,44.0,10.0
7025-14-6017457,-34.0,-6.8,5,34.0,0.0
7025-14-5961091,34.0,11.33,3,14.0,48.0
5985-99-3691627,-34.0,-34.0,1,34.0,0.0
7125-01-5474703,-34.0,-2.43,14,34.0,0.0
7035-01-5347930,-34.0,-3.78,9,34.0,0.0
5998-14-5895252,-34.0,-3.78,9,34.0,0.0
5998-14-5895253,-34.0,-3.78,9,34.0,0.0
5998-14-5895254,-34.0,-3.78,9,34.0,0.0
5999-14-5895251,-34.0,-3.78,9,34.0,0.0
9010-DI-1042014,-34.0,-17.0,2,34.0,0.0
7025-01-6164564,-34.0,-17.0,2,34.0,0.0
5998-14-5416046,-34.0,-3.78,9,55.0,21.0
5895-14-6103312,34.0,4.25,8,19.0,53.0
5998-14-5649248,-34.0,-2.83,12,46.0,12.0
5805-01-6433469,-34.0,-11.33,3,46.0,12.0
5975-14-5151088,-34.0,-4.25,8,36.0,2.0
5930-01-5255686,-34.0,-34.0,1,34.0,0.0
6130-14-5115170,-34.0,-3.09,11,82.0,48.0
9070-DI-0092023,-34.0,-8.5,4,34.0,0.0
7025-01-6729890,-34.0,-3.4,10,40.0,6.0
7025-14-6033528,-34.0,-17.0,2,34.0,0.0
7025-01-5867725,-33.0,-1.38,24,77.0,44.0
6110-14-6056567,-33.0,-3.0,11,33.0,0.0
5895-14-5305129,-33.0,-11.0,3,33.0,0.0
6130-14-5654848,-33.0,-2.2,15,33.0,0.0
5998-14-4761676,-33.0,-3.3,10,46.0,13.0
5815-14-4691474,-33.0,-33.0,1,33.0,0.0
7025-01-5832461,-33.0,-8.25,4,34.0,1.0
7010-14-5699192,33.0,8.25,4,4.0,37.0
7035-01-4951090,-33.0,-3.67,9,36.0,3.0
5985-01-6170718,-33.0,-33.0,1,33.0,0.0
3439-14-4477671,-33.0,-3.0,11,33.0,0.0
7010-14-5615410,-33.0,-3.0,11,36.0,3.0
7025-14-5885005,-33.0,-3.67,9,44.0,11.0
7025-14-5575199,-33.0,-3.67,9,33.0,0.0
5998-14-5668072,33.0,16.5,2,10.0,43.0
7025-14-5937400,-33.0,-5.5,6,43.0,10.0
6660-14-5427875,-33.0,-3.67,9,35.0,2.0
7010-14-5870866,33.0,1.57,21,23.0,56.0
7025-14-5947402,-33.0,-2.2,15,33.0,0.0
5895-01-5394546,-33.0,-5.5,6,39.0,6.0
7021-14-5910772,-33.0,-3.0,11,33.0,0.0
7010-14-5944723,-33.0,-11.0,3,34.0,1.0
5810-14-5997494,-32.0,-4.0,8,32.0,0.0
5975-14-4491636,-32.0,-4.57,7,42.0,10.0
5895-14-5906383,-32.0,-10.67,3,33.0,1.0
5998-01-4434707,32.0,10.67,3,3.0,35.0
7010-14-5874077,-32.0,-5.33,6,33.0,1.0
6130-14-5115171,-32.0,-2.67,12,50.0,18.0
DIRI-14-0000100,-32.0,-2.46,13,32.0,0.0
5998-14-5223324,-32.0,-10.67,3,37.0,5.0
5998-14-5216510,-32.0,-2.91,11,59.0,27.0
7025-01-6007729,-32.0,-3.2,10,54.0,22.0
5998-14-4747163,-32.0,-2.91,11,46.0,14.0
9070-DI-0132022,-32.0,-32.0,1,32.0,0.0
5985-14-5537569,32.0,16.0,2,6.0,38.0
5895-14-5270509,-32.0,-4.0,8,36.0,4.0
7025-01-7161207,-32.0,-6.4,5,32.0,0.0
5805-14-4572322,-32.0,-32.0,1,32.0,0.0
7025-14-6063854,-32.0,-16.0,2,32.0,0.0
7035-01-6874627,-32.0,-5.33,6,33.0,1.0
6130-01-6506482,-32.0,-3.2,10,33.0,1.0
7025-01-6150241,-32.0,-8.0,4,33.0,1.0
5895-14-5827556,-32.0,-4.0,8,51.0,19.0
7025-58-0010926,-32.0,-3.56,9,32.0,0.0
5985-14-5753501,-32.0,-32.0,1,32.0,0.0
7025-01-6429201,-31.0,-7.75,4,31.0,0.0
5805-14-5476701,-31.0,-15.5,2,31.0,0.0
7025-01-4721969,-31.0,-3.44,9,32.0,1.0
7025-01-6777258,-31.0,-4.43,7,31.0,0.0
7025-01-6430878,31.0,6.2,5,15.0,46.0
5895-14-5795014,-31.0,-10.33,3,31.0,0.0
7025-01-5362563,-31.0,-1.55,20,41.0,10.0
5998-20-0025414,-31.0,-6.2,5,38.0,7.0
5998-14-6035944,31.0,10.33,3,8.0,39.0
5895-14-5854205,-31.0,-7.75,4,62.0,31.0
5820-01-6138471,-31.0,-2.21,14,31.0,0.0
7025-99-8201129,-31.0,-10.33,3,40.0,9.0
6130-01-6753696,-31.0,-15.5,2,31.0,0.0
